NUMERO DE ESTUDIANTE;TIPO DE INGRESO;COHORTE;AÑO_INGRESO;TIPO_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO_BACHILLERATO;GENERO;NOMBRE_CARRERA;SITUACION;INDICE ACADEMICO;ULTIMO PERIODO CURSADO
2620;Admisión Regular;13;2013;P;Miranda;17,88;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2621;Admisión Regular;13;2013;S;DISTRITO CAPITAL;15,95;F;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;3,8276;Enero-Marzo   2014
2622;Admisión Regular;13;2013;S;Distrito Federal;16,31;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2013
2623;Admisión Regular;15;2016;P;Miranda;16,9512;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Abril-Julio 2016
2624;Admisión Regular;13;2013;O;Miranda;16,88;F;TECNOLOGÍA MECÁNICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2625;Admisión Regular;13;2013;S;MIRANDA;14,79;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2626;Admisión Regular;13;2013;P;MIRANDA;13,88;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,386;Enero-Marzo   2018
2627;Admisión Regular;13;2013;P;MIRANDA;16,26;F;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,9316;Enero-Marzo   2018
2628;Admisión Regular;13;2013;P;Distrito Federal;14,55;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2629;Admisión Regular;13;2013;O;Miranda;16,52;F;TECNOLOGÍA ELÉCTRICA;CAMBIO DE SEDE;3,5357;julio-agosto 2014
2630;Admisión Regular;13;2013;P;Distrito Federal;16,14;F;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;3,6341;Septiembre - Diciembre 2014
2631;Admisión Regular;13;2013;P;Miranda;14,83;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2632;Admisión Regular;13;2013;O;Distrito Federal;14,48;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,6571;Enero-Marzo   2016
2633;Admisión Regular;13;2013;P;Distrito Federal;15,6098;M;MANTENIMIENTO AERONÁUTICO;PERIODO DE PRUEBA;2,957;Septiembre - Diciembre 2017
2634;Admisión Regular;13;2013;S;Miranda;15,36;M;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;3,6552;julio-agosto 2014
2635;Admisión Regular;13;2013;O;Distrito Federal;16,6;M;INGENIERÍA DE MANTENIMIENTO;ACTIVO;4,0054;Enero-Marzo   2018
2636;Admisión Regular;13;2013;P;Miranda;16,64;M;ADMINISTRACIÓN HOTELERA;RETIRADO;3,3333;Septiembre - Diciembre 2017
2637;Admisión Regular;13;2013;P;MIRANDA;15;F;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;3,8172;Enero-Marzo   2016
2638;Admisión Regular;13;2013;O;Miranda;13,98;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;3,0417;Enero-Marzo   2014
2639;Admisión Regular;13;2013;O;MIRANDA;14,43;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2640;Admisión Regular;13;2013;P;MIRANDA;12,83;M;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2641;Admisión OPSU;17;2017;O;Vargas;15,6829;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1,6923;Septiembre - Diciembre 2017
2642;Admisión Regular;13;2013;O;MIRANDA;17,91;M;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;3,3077;Septiembre-Diciembre 2013
2643;Admisión Regular;13;2013;O;Distrito Federal;13,48;M;ADMINISTRACIÓN ADUANERA;ACTIVO;3,6557;Septiembre - Diciembre 2017
2644;Admisión Regular;13;2013;O;Distrito Federal;16,93;F;ADMINISTRACIÓN DEL TURISMO;ACTIVO;3,6434;Enero-Marzo   2018
2645;Admisión Regular;13;2013;S;Miranda;15,88;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;1,4615;Septiembre-Diciembre 2013
2646;Admisión Regular;13;2013;P;Miranda;14,93;M;TECNOLOGÍA MECÁNICA;ACTIVO;3,381;Enero-Marzo   2018
2647;Admisión Regular;13;2013;P;Aragua;15,02;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;3,02;Enero-Marzo   2015
2648;Admisión Regular;13;2013;P;Miranda;16,38;M;COMERCIO EXTERIOR;SUSPENDIDO;3,9231;Septiembre-Diciembre 2013
2649;Admisión OPSU;17;2017;P;Vargas;16,175;F;COMERCIO EXTERIOR;PERIODO DE PRUEBA;1,9231;Septiembre - Diciembre 2017
2650;Admisión Regular;13;2013;O;Miranda;12,88;M;INGENIERÍA DE MANTENIMIENTO;ACTIVO;3,4639;julio-agosto 2017
2651;Admisión Regular;13;2013;O;DISTRITO CAPITAL;18,44;F;ADMINISTRACIÓN ADUANERA;ACTIVO;3,3846;Enero-Marzo   2016
2652;Admisión Regular;13;2013;O;Miranda;16,48;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;3,6923;Septiembre-Diciembre 2013
2653;Admisión Regular;13;2013;O;Miranda;16,6;M;TECNOLOGÍA ELÉCTRICA;CAMBIO DE SEDE;3,6452;julio-agosto 2014
2654;Admisión Regular;13;2013;P;ARAGUA;14,74;F;ADMINISTRACIÓN DEL TURISMO;ACTIVO;3,7778;Enero-Marzo   2018
2655;Admisión OPSU;17;2017;P;Vargas;15,5122;F;ORGANIZACIÓN EMPRESARIAL;ACTIVO;2,8462;Enero-Marzo   2018
2656;Admisión Regular;13;2013;P;MIRANDA;16,17;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2013
2657;Admisión Regular;13;2013;P;Anzoátegui;;M;ADMINISTRACIÓN HOTELERA;ACTIVO;3,8403;Enero-Marzo   2018
2658;Admisión Regular;13;2013;P;Miranda;13,7805;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;2,6667;Septiembre - Diciembre 2014
2659;Admisión OPSU;17;2017;O;Vargas;15,5135;F;TECNOLOGÍA MECÁNICA;PERIODO DE PRUEBA;2,1538;Enero-Marzo   2018
2660;Admisión Regular;15;2016;P;Distrito Federal;12,9268;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;2,6129;Septiembre - Diciembre 2016
2661;Admisión Regular;13;2013;S;Miranda;13,19;M;TECNOLOGÍA ELÉCTRICA;PERIODO DE PRUEBA;2,9571;Septiembre - Diciembre 2017
2662;Admisión OPSU;17;2018;O;Vargas;13,119;F;COMERCIO INTERNACIONAL;ACTIVO;0;Enero-Marzo   2018
2663;Admisión Regular;15;2016;P;Miranda;15,122;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,5806;Enero-Marzo   2018
2664;Admisión Regular;13;2013;P;DISTRITO CAPITAL;14,41;F;ORGANIZACIÓN EMPRESARIAL;ACTIVO;3,521;Enero-Marzo   2018
2665;Admisión Regular;13;2013;O;Distrito Federal;16,5366;M;TECNOLOGÍA MECÁNICA;ACTIVO;3,8087;Enero-Marzo   2018
2666;Admisión Regular;13;2013;P;Distrito Federal;15,43;M;COMERCIO INTERNACIONAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2667;Admisión Regular;13;2013;P;Distrito Federal;16,52;F;TECNOLOGÍA MECÁNICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2668;Admisión Regular;13;2013;P;Distrito Federal;15,9268;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2669;Admisión Regular;13;2013;P;Miranda;16,71;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2670;Admisión Regular;13;2013;P;DISTRITO CAPITAL;12,46;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,0465;Septiembre - Diciembre 2016
2671;Admisión Regular;13;2013;P;Miranda;17,64;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2672;Admisión Regular;13;2013;P;Miranda;12,95;M;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2673;Admisión Regular;13;2013;P;Miranda;14,14;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2674;Admisión Regular;13;2013;P;Miranda;14,07;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2675;Admisión OPSU;17;2018;P;Vargas;13,7561;F;COMERCIO INTERNACIONAL;ACTIVO;0;Enero-Marzo   2018
2676;Admisión Regular;13;2013;P;Miranda;12,55;M;COMERCIO EXTERIOR;ACTIVO;3,6942;Enero-Marzo   2018
2677;Admisión OPSU;17;2018;P;Vargas;12,4146;F;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;0;Enero-Marzo   2018
2678;Admisión Regular;13;2013;S;DISTRITO CAPITAL;15,1;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2679;Admisión Regular;13;2013;P;Distrito Federal;14,33;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;1,9565;Enero-Marzo   2014
2680;Admisión Regular;13;2013;P;Distrito Federal;16,9;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2681;Admisión Regular;13;2013;P;MIRANDA;15,38;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2682;Admisión Regular;13;2013;P;MIRANDA;14,21;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2683;Admisión Regular;13;2013;P;MIRANDA;16,98;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2684;Admisión Regular;13;2013;S;Miranda;15,33;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;2,6757;Abril-Julio 2016
2685;Admisión Regular;13;2013;P;Miranda;16,4;F;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2686;Admisión Regular;13;2013;P;MIRANDA;15,74;F;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;3,8167;Enero-Marzo   2015
2687;Admisión Regular;13;2013;O;DISTRITO CAPITAL;17,21;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2688;Admisión Regular;13;2013;P;Miranda;12,98;M;TECNOLOGÍA MECÁNICA;RETIRADO;3,4483;Septiembre - Diciembre 2016
2689;Admisión Regular;13;2013;P;Miranda;15,76;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2690;Admisión OPSU;17;2017;O;Vargas;15,875;M;TECNOLOGÍA ELÉCTRICA;ACTIVO;3,2308;Enero-Marzo   2018
2691;Admisión OPSU;17;2017;P;Miranda;15,7073;M;ORGANIZACIÓN EMPRESARIAL;ACTIVO;3,9231;Enero-Marzo   2018
2692;Admisión Regular;13;2013;P;Miranda;12,98;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;2,0385;Enero-Marzo   2014
2693;Admisión OPSU;17;2017;P;Distrito Federal;14,625;M;TECNOLOGÍA MECÁNICA;ACTIVO;4,5385;Enero-Marzo   2018
2694;Admisión Regular;13;2013;S;Distrito Federal;13,45;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,6512;Enero-Marzo   2018
2695;Admisión Regular;13;2013;P;Miranda;14,57;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;4,0345;Septiembre - Diciembre 2014
2696;Admisión OPSU;17;2017;P;Vargas;16,7805;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre - Diciembre 2017
2697;Admisión Regular;13;2013;P;Distrito Federal;14;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2698;Admisión Regular;13;2013;O;Miranda;;F;COMERCIO INTERNACIONAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2699;Admisión Regular;13;2013;P;MIRANDA;15,45;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;4,04;Enero-Marzo   2014
2700;Admisión Regular;13;2013;P;Distrito Federal;14,19;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2701;Admisión Regular;13;2013;P;Miranda;16,69;M;TECNOLOGÍA MECÁNICA;ACTIVO;3,7217;Enero-Marzo   2018
2702;Admisión Regular;13;2013;S;Distrito Federal;13,52;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;2,6944;Enero-Marzo   2015
2703;Admisión OPSU;17;2017;P;Miranda;14,9756;F;TECNOLOGÍA MECÁNICA;ACTIVO;3,6154;Enero-Marzo   2018
2704;Admisión Regular;13;2013;P;Miranda;16,02;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2705;Admisión OPSU;17;2017;O;Distrito Federal;16,975;M;INGENIERÍA DE MANTENIMIENTO;ACTIVO;3,1333;Enero-Marzo   2018
2706;Admisión Regular;13;2013;P;MIRANDA;16,29;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2707;Admisión Regular;13;2013;P;Miranda;12,21;M;COMERCIO EXTERIOR;SUSPENDIDO;3,4906;Abril-Julio 2015
2708;Admisión Regular;13;2013;P;DISTRITO CAPITAL;16,38;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;3,1304;Septiembre - Diciembre 2016
2709;Admisión OPSU;17;2017;P;Aragua;15,9744;F;ORGANIZACIÓN EMPRESARIAL;PERIODO DE PRUEBA;2,3846;Septiembre - Diciembre 2017
2710;Admisión OPSU;17;2017;P;Vargas;17,5854;F;GESTIÓN DE LA HOSPITALIDAD;RETIRADO;4,0625;Enero-Marzo   2018
2711;Admisión OPSU;17;2017;O;Aragua;18,1111;F;COMERCIO INTERNACIONAL;SUSPENDIDO;1;Septiembre - Diciembre 2017
2712;Admisión Regular;13;2013;P;Miranda;16,07;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,4419;Enero-Marzo   2018
2713;Admisión OPSU;17;2017;P;Vargas;14,6585;M;TECNOLOGÍA ELECTRÓNICA;ACTIVO;3,1538;Enero-Marzo   2018
2714;Admisión Regular;13;2013;S;MIRANDA;16,02;F;TECNOLOGÍA ELÉCTRICA;ACTIVO;3,9438;Enero-Marzo   2017
2715;Admisión Regular;13;2013;P;Miranda;12,88;M;INGENIERÍA DE MANTENIMIENTO;ACTIVO;3,1224;Septiembre - Diciembre 2016
2716;Admisión Regular;15;2016;O;Distrito Federal;12,122;M;TECNOLOGÍA MECÁNICA;ACTIVO;3,6944;Enero-Marzo   2017
2717;Admisión Regular;13;2013;P;Distrito Federal;14,2195;F;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,1071;Enero-Marzo   2014
2718;Admisión Regular;13;2013;P;Miranda;14,21;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,5946;Enero-Marzo   2015
2719;Admisión Regular;13;2013;P;DISTRITO CAPITAL;14,95;F;COMERCIO EXTERIOR;RETIRADO;3,9817;Septiembre - Diciembre 2016
2720;Admisión Regular;13;2013;O;Miranda;16,6098;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,5766;Enero-Marzo   2018
2721;Admisión Regular;13;2013;P;Distrito Federal;14,88;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2722;Admisión Regular;13;2013;O;Distrito Federal;14,9024;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;3,2683;Enero-Marzo   2015
2723;Admisión OPSU;17;2017;P;Distrito Federal;16,3415;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre - Diciembre 2017
2724;Admisión Regular;13;2013;P;Distrito Federal;16,93;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,271;Enero-Marzo   2018
2725;Admisión OPSU;17;2017;O;Merida;16,4706;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre - Diciembre 2017
2726;Admisión Regular;13;2013;P;Miranda;14,0732;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2727;Admisión Regular;13;2013;O;ARAGUA;15,37;F;ORGANIZACIÓN EMPRESARIAL;ACTIVO;3,68;Septiembre - Diciembre 2017
2728;Admisión Regular;13;2013;S;Distrito Federal;15,73;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;3,4688;Enero-Marzo   2016
2729;Admisión Regular;13;2013;O;Distrito Federal;13,71;M;TECNOLOGÍA MECÁNICA;RETIRADO;3,3529;Abril-Julio 2016
2730;Admisión Regular;13;2013;S;Distrito Federal;13,73;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2731;Admisión OPSU;17;2017;O;Vargas;17,7805;F;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;4,4375;Enero-Marzo   2018
2732;Admisión Regular;13;2013;O;Miranda;17;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2733;Admisión Regular;13;2013;P;Distrito Federal;15,33;F;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;3,6078;Abril-Julio 2015
2734;Admisión Regular;13;2013;P;DISTRITO CAPITAL;16,98;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2735;Admisión OPSU;17;2017;O;Distrito Federal;17,2564;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre - Diciembre 2017
2736;Admisión Regular;13;2013;P;Distrito Federal;16,59;F;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;4,5593;Enero-Marzo   2018
2737;Admisión Regular;13;2013;P;ARAGUA;16,69;F;ADMINISTRACIÓN HOTELERA;ACTIVO;3,7176;Enero-Marzo   2018
2738;Admisión Regular;15;2016;S;MIRANDA;16,5366;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Abril-Julio 2016
2739;Admisión Regular;13;2013;O;Miranda;15,86;F;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;3,7317;Septiembre - Diciembre 2014
2740;Admisión Regular;13;2013;S;Miranda;15,14;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,3714;Septiembre - Diciembre 2017
2741;Admisión Regular;13;2013;P;Miranda;17,21;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;3,5158;Enero-Marzo   2016
2742;Admisión Regular;13;2013;O;Distrito Federal;15,03;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,9688;julio-agosto 2015
2743;Admisión Regular;13;2013;O;Miranda;14,36;F;ADMINISTRACIÓN ADUANERA;ACTIVO;3,6867;Enero-Marzo   2018
2744;Admisión Regular;13;2013;P;Miranda;16,67;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2745;Admisión Regular;13;2013;P;Miranda;15,29;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2746;Admisión Regular;13;2013;P;Miranda;12,48;M;COMERCIO INTERNACIONAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2747;Admisión Regular;13;2013;P;Distrito Federal;15,26;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;2,3478;Enero-Marzo   2015
2748;Admisión Regular;13;2013;P;MIRANDA;14,57;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2749;Admisión Regular;13;2013;S;Distrito Federal;15,31;F;TECNOLOGÍA MECÁNICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2750;Admisión Regular;13;2013;S;Distrito Federal;14,67;F;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2751;Admisión Regular;13;2013;O;Distrito Federal;13,91;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,3684;Enero-Marzo   2015
2752;Admisión Regular;13;2013;S;Distrito Federal;14,48;F;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2753;Admisión Regular;13;2013;S;Distrito Federal;14,12;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2754;Admisión Regular;13;2013;O;Distrito Federal;14,43;M;ADMINISTRACIÓN DEL TURISMO;ACTIVO;3,968;Septiembre - Diciembre 2017
2755;Admisión Regular;13;2013;P;Distrito Federal;13,93;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2756;Admisión Regular;13;2013;P;Distrito Federal;13,43;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2757;Admisión Regular;13;2013;P;Miranda;15,7;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,4828;Enero-Marzo   2014
2758;Admisión Regular;15;2016;P;Miranda;16,8537;F;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;4,5455;Enero-Marzo   2017
2759;Admisión Regular;13;2013;P;Distrito Federal;11,4;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1,2308;Septiembre-Diciembre 2013
2760;Admisión OPSU;17;2017;P;Vargas;18,2895;F;COMERCIO EXTERIOR;ACTIVO;3,9231;Enero-Marzo   2018
2761;Admisión Regular;13;2013;P;Miranda;14,3415;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,8462;Enero-Marzo   2014
2762;Admisión Regular;13;2013;P;MIRANDA;16,07;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2763;Admisión Regular;13;2013;P;Miranda;12,81;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,1;Enero-Marzo   2014
2764;Admisión Regular;13;2013;P;Miranda;14,19;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2765;Admisión Regular;13;2013;P;ARAGUA;15,17;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,4433;Enero-Marzo   2018
2766;Admisión OPSU;17;2018;O;Vargas;15,913;F;ADMINISTRACIÓN HOTELERA;ACTIVO;0;Enero-Marzo   2018
2767;Admisión Regular;13;2013;O;Distrito Federal;16,48;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,2;Enero-Marzo   2016
2768;Admisión Regular;13;2013;P;MIRANDA;15,02;M;COMERCIO EXTERIOR;ACTIVO;3,8824;Septiembre - Diciembre 2017
2769;Admisión Regular;13;2013;O;Distrito Federal;16,05;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;3,4872;Enero-Marzo   2016
2770;Admisión OPSU;17;2018;P;Vargas;15,7949;M;COMERCIO EXTERIOR;ACTIVO;0;Enero-Marzo   2018
2771;Admisión Regular;13;2013;O;Distrito Federal;14,37;F;COMERCIO INTERNACIONAL;SUSPENDIDO;2,5;Enero-Marzo   2014
2772;Admisión Regular;13;2013;S;Distrito Federal;13,22;F;ADMINISTRACIÓN ADUANERA;ACTIVO;4,114;Enero-Marzo   2018
2773;Admisión Regular;13;2013;P;Distrito Federal;15,0976;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2774;Admisión Regular;13;2013;O;Distrito Federal;15,31;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,5692;Septiembre - Diciembre 2017
2775;Admisión Regular;13;2013;P;DISTRITO CAPITAL;12,74;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;4,32;Enero-Marzo   2014
2776;Admisión Regular;13;2013;P;DISTRITO CAPITAL;12,4;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,3191;Abril-Julio 2016
2777;Admisión Regular;15;2016;P;Miranda;12,6829;M;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;3,2308;Abril-Julio 2016
2778;Admisión Regular;13;2013;P;Distrito Federal;15,17;F;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;3,9688;julio-agosto 2014
2779;Admisión Regular;13;2013;O;Miranda;16,9;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;2,7887;Abril-Julio 2015
2780;Admisión Regular;13;2013;O;Distrito Federal;17,45;M;TECNOLOGÍA ELECTRÓNICA;ACTIVO;3,7255;Enero-Marzo   2018
2781;Admisión Regular;13;2013;P;Distrito Federal;15,6;M;TECNOLOGÍA ELÉCTRICA;CAMBIO DE SEDE;3,3133;Enero-Marzo   2017
2782;Diferimiento;17;2018;S;Miranda;16,2683;F;ADMINISTRACIÓN DEL TURISMO;ACTIVO;0;Enero-Marzo   2018
2783;Admisión Regular;13;2013;O;Distrito Federal;16,76;M;TECNOLOGÍA ELECTRÓNICA;ACTIVO;3,9661;Enero-Marzo   2018
2784;Admisión Regular;13;2013;P;Distrito Federal;16,02;M;COMERCIO EXTERIOR;ACTIVO;4,1769;Septiembre - Diciembre 2017
2785;Admisión Regular;13;2013;O;Miranda;13,74;F;ADMINISTRACIÓN DEL TRANSPORTE;ACTIVO;3,8607;Enero-Marzo   2018
2786;Admisión Regular;13;2013;S;Distrito Federal;16;F;ADMINISTRACIÓN DEL TURISMO;ACTIVO;3,6818;Enero-Marzo   2018
2787;Admisión Regular;13;2013;O;Distrito Federal;16,31;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,7692;Enero-Marzo   2014
2788;Admisión Regular;13;2013;O;Distrito Federal;15,36;M;COMERCIO EXTERIOR;SUSPENDIDO;3,2254;Enero-Marzo   2016
2789;Admisión Regular;13;2013;O;Distrito Federal;;M;COMERCIO INTERNACIONAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2790;Admisión Regular;13;2013;O;Miranda;15,02;M;COMERCIO EXTERIOR;SUSPENDIDO;3,7294;Abril-Julio 2016
2791;Admisión Regular;13;2013;P;Distrito Federal;14,6;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2792;Admisión Regular;13;2013;P;Distrito Federal;15,19;M;ADMINISTRACIÓN ADUANERA;ACTIVO;3,2768;Enero-Marzo   2018
2793;Admisión Regular;13;2013;P;Distrito Federal;15,38;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,8818;Enero-Marzo   2018
2794;Admisión Regular;13;2013;P;Miranda;16,29;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2795;Admisión Regular;13;2013;P;Anzoátegui;16,2683;M;TECNOLOGÍA MECÁNICA;ACTIVO;3,3571;julio-agosto 2017
2796;Admisión Regular;15;2016;P;Aragua;17,7317;M;COMERCIO EXTERIOR;SUSPENDIDO;1;Abril-Julio 2016
2797;Admisión Regular;13;2013;P;Miranda;14,6098;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,8889;julio-agosto 2016
2798;Admisión Regular;13;2013;P;Distrito Federal;15,43;F;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,301;Enero-Marzo   2018
2799;Admisión Regular;13;2013;P;DISTRITO CAPITAL;15,33;F;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;1;Septiembre-Diciembre 2013
