NUMERO DE ESTUDIANTE;TIPO_DE_INGRESO;COHORTE;AÑO_INGRESO;TIPO_DE_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO DE BACHILLERATO;GENERO;NOMBRE_CARRERA;DESC_SITUACION_GLOBAL;IINDICE;ULTIMO PERIODO CURSADO
11804;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;12,7804;M;Tecnología Eléctrica;Activo Normal;3;ENERO-MARZO 2017
11805;OPSU;2015;2016;PRIVADO;Aragua;17,9756;F;Ingeniería de Materiales;Activo Normal;3,2368;ENERO-MARZO 2017
11806;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;19,9756;M;Ingeniería Electrónica;Activo Normal;4,8382;ENERO-MARZO 2017
11807;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;18,4878;M;Ingeniería Eléctrica;Activo Normal;4,5714;ENERO-MARZO 2017
11808;OPSU;2014;2014;OFICIAL;Miranda;17,4634;F;Tecnología Eléctrica;Activo Normal;4,0322;ENERO-MARZO 2017
11809;OPSU;2014;2014;PRIVADO;Distrito Federal;18,4634;F;Urbanismo;Activo Normal;4,5164;ENERO-MARZO 2017
11810;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Distrito Federal;16;M;Ingeniería Eléctrica;Activo Normal;3,3437;ENERO-MARZO 2017
11811;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;14,756;M;Ingeniería de Computación;Activo Normal;3,2463;ENERO-MARZO 2017
11812;ADMISION REGULAR;2013;2013;SEMI-PRIVADO;Miranda;15,275;F;Comercio Exterior;GRADUADO;4,0944;ENERO-MARZO 2017
11813;OPSU;2013;2013;PRIVADO;Miranda;17,0714;F;Ingeniería Química;Activo Normal;3,0506;ENERO-MARZO 2017
11814;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;13,4259;M;Ingeniería Química;Activo Normal;4,0930;ENERO-MARZO 2017
11815;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;19,1707;F;Arquitectura;Activo Normal;4,5395;ENERO-MARZO 2017
11816;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;18,7317;M;Ingeniería de Computación;Activo Normal;4,7461;ENERO-MARZO 2017
11817;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;15,2682;M;Ingeniería de Telecomunicaciones;Activo Normal;3,2888;ENERO-MARZO 2017
11818;ADMISION REGULAR;2013;2013;PRIVADO;MIRANDA;;F;Comercio Exterior;GRADUADO;4,6456;ENERO-MARZO 2017
11819;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,3902;F;Comercio Exterior;GRADUADO;4,6850;ENERO-MARZO 2017
11820;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16;F;Ingeniería de Materiales;Activo Normal;3,9444;ENERO-MARZO 2017
11821;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;15,8048;F;Ingeniería de Materiales;Inactivo Elim.trim.2 no aprob.;2,8285;ENERO-MARZO 2017
11822;CIU;2014;2014;PRIVADO;Miranda;18,125;F;Ingeniería Mecánica;Activo Normal;3,8909;ENERO-MARZO 2017
11823;CIU;2013;2013;PRIVADO;Nueva Esparta;17,0238;M;Ingeniería de Telecomunicaciones;Activo Normal;3,5042;ENERO-MARZO 2017
11824;ADMISION REGULAR;2013;2013;PRIVADO;MIRANDA;;F;Organización Empresarial;Activo Normal;3,8196;ENERO-MARZO 2017
11825;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,8048;M;Organización Empresarial;Activo Normal;3,7411;ENERO-MARZO 2017
11826;ADMISION REGULAR;2013;2013;PRIVADO;Sucre;12,119;M;Ingeniería de Materiales;Activo Periodo de Prueba;2,9324;ENERO-MARZO 2017
11827;OPSU;2013;2013;;;;F;Organización Empresarial;GRADUADO;3,848;ENERO-MARZO 2017
11828;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Miranda;14,6341;M;Ingeniería de Materiales;Activo Normal;3,7356;ENERO-MARZO 2017
11829;OPSU;2013;2013;;;;F;Organización Empresarial;GRADUADO;3,6356;ENERO-MARZO 2017
11830;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;14,8536;M;Licenciatura en Física;Activo Normal;3,4230;ENERO-MARZO 2017
11831;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16,439;M;Ingeniería Eléctrica;Activo Normal;3,8135;ENERO-MARZO 2017
11832;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,8181;M;Ingeniería de Computación;Activo Normal;3,4307;ENERO-MARZO 2017
11833;CIU;2013;2013;PRIVADO;Barinas;18,6097;F;Arquitectura;Activo Normal;4,2014;ENERO-MARZO 2017
11834;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,3809;M;Licenciatura en Física;Activo Normal;3,7321;ENERO-MARZO 2017
11835;OPSU;2013;2013;;;;M;Comercio Exterior;GRADUADO;3,9448;ENERO-MARZO 2017
11836;CIU;2014;2014;SEMI-PRIVADO;Distrito Federal;16,6829;F;Ingeniería de Producción;Activo Normal;3,3414;ENERO-MARZO 2017
11837;OPSU;2014;2014;SEMI-PRIVADO;Vargas;18,4347;M;Urbanismo;Inactivo Elim.trim.2 no aprob.;3,1549;ENERO-MARZO 2017
11838;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;18,2195;M;Ingeniería Química;Activo Normal;4,3152;ENERO-MARZO 2017
11839;ADMISION REGULAR;2014;2014;PRIVADO;Anzoátegui;15,6585;M;Ingeniería Geofísica;Activo Normal;3,2745;ENERO-MARZO 2017
11840;OPSU;2014;2014;PRIVADO;Lara;18,1142;M;Arquitectura;Activo Normal;3,1875;ENERO-MARZO 2017
11841;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,7804;F;Arquitectura;Activo Normal;3,4459;ENERO-MARZO 2017
11842;ADMISION REGULAR;2013;2013;SEMI-PRIVADO;Miranda;17,5476;F;Organización Empresarial;GRADUADO;3,9465;ENERO-MARZO 2017
11843;OPSU;2013;2013;;;;F;Organización Empresarial;GRADUADO;4,104;ENERO-MARZO 2017
11844;OPSU;2014;2014;OFICIAL;Aragua;18,0487;M;Tecnología Electrónica;Activo Normal;3,875;ENERO-MARZO 2017
11845;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,6585;M;Organización Empresarial;GRADUADO;3,936;ENERO-MARZO 2017
11846;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;16,756;F;Arquitectura;Activo Normal;4,0431;ENERO-MARZO 2017
11847;ADMISION REGULAR;2014;2014;PRIVADO;Nueva Esparta;16,5853;M;Ingeniería Química;Inactivo Elim.trim.2 no aprob.;3,2272;ENERO-MARZO 2017
11848;ADMISION REGULAR;2014;2014;OFICIAL;Miranda;15,0975;M;Tecnología Eléctrica;Activo Normal;3,6969;ENERO-MARZO 2017
11849;ADMISION REGULAR;2013;2013;PRIVADO;Vargas;16,7674;F;Organización Empresarial;GRADUADO;3,624;ENERO-MARZO 2017
11850;OPSU;2014;2014;OFICIAL;Aragua;19,1219;F;Ingeniería Geofísica;Inactivo Elim.trim.2 no aprob.;3,6;ENERO-MARZO 2017
11851;ADMISION REGULAR;2013;2013;PRIVADO;MIRANDA;;M;Comercio Exterior;GRADUADO;3,9291;ENERO-MARZO 2017
11852;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;18,7073;M;Urbanismo;Activo Normal;4,3510;ENERO-MARZO 2017
11853;OPSU;2013;2013;PRIVADO;Aragua;18,4878;F;Ingeniería Electrónica;Activo Normal;4,0229;ENERO-MARZO 2017
11854;OPSU;2014;2014;;;;F;Licenciatura en Química;Activo Normal;3,3380;ENERO-MARZO 2017
11855;OPSU;2013;2013;OFICIAL;Aragua;18,1219;M;Comercio Exterior;GRADUADO;3,6692;ENERO-MARZO 2017
11856;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,4146;F;Licenciatura en Matemáticas;Activo Normal;3,3968;ENERO-MARZO 2017
11857;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;12,4146;M;Lic.en Matemáticas (Est. y Mat.Computacional);Activo Normal;3,375;ENERO-MARZO 2017
11858;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,9024;F;Arquitectura;Activo Normal;4,2262;ENERO-MARZO 2017
11859;OPSU;2014;2014;PRIVADO;Distrito Federal;17;M;Tecnología Electrónica;Activo Normal;3,1509;ENERO-MARZO 2017
11860;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;15,2439;M;Comercio Exterior;GRADUADO;4,0157;ENERO-MARZO 2017
11861;OPSU;2015;2016;PRIVADO;Miranda;17,0975;F;Comercio Exterior;Inactivo Eliminado indice acad;2,7727;ENERO-MARZO 2017
11862;ADMISION REGULAR;2013;2013;PRIVADO;Anzoátegui;17,6341;F;Tecnología Electrónica;Activo Normal;3,0877;ENERO-MARZO 2017
11863;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;18,6341;F;Ingeniería de Producción;Activo Normal;3,7692;ENERO-MARZO 2017
11864;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,6341;M;Ingeniería Mecánica;Activo Normal;4,2518;ENERO-MARZO 2017
11865;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,8333;M;Ingeniería Electrónica;Activo Normal;4,0602;ENERO-MARZO 2017
11866;OPSU;2013;2013;PRIVADO;Miranda;18,2926;F;Ingeniería de Materiales;Activo Normal;3,5625;ENERO-MARZO 2017
11867;CIU;2014;2014;SEMI-PRIVADO;Distrito Federal;16,4878;M;Ingeniería Geofísica;Inactivo Elim.trim.2 no aprob.;3,1896;ENERO-MARZO 2017
11868;ADMISION REGULAR;2015;2016;PRIVADO;Carabobo;16,8048;M;Ingeniería Eléctrica;Activo Normal;3,4146;ENERO-MARZO 2017
11869;OPSU;2015;2016;OFICIAL;Vargas;16,3414;F;Ingeniería de Telecomunicaciones;Inactivo Eliminado indice acad;1,9545;ENERO-MARZO 2017
11870;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;16,439;M;Ingeniería de Computación;Activo Normal;3,8205;ENERO-MARZO 2017
11871;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;14,3658;M;Ingeniería Geofísica;Activo Normal;3;ENERO-MARZO 2017
11872;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;12,9268;M;Ingeniería de Materiales;Activo Periodo de Prueba;2,9375;ENERO-MARZO 2017
11873;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;14,5365;M;Lic.en Matemáticas (Est. y Mat.Computacional);Activo Normal;3,575;ENERO-MARZO 2017
11874;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;18,2682;F;Ingeniería Electrónica;Activo Normal;4,1111;ENERO-MARZO 2017
11875;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;11,9512;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado 2PP consecu;2,9189;ENERO-MARZO 2017
11876;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;11,725;M;Licenciatura en Física;Inactivo Eliminado indice acad;2,6923;ENERO-MARZO 2017
11877;OPSU;2015;2016;PRIVADO;Miranda;17,0731;F;Ingeniería Eléctrica;Inactivo Eliminado indice acad;2,3846;ENERO-MARZO 2017
11878;ADMISION REGULAR;2015;2016;OFICIAL;Distrito Federal;13,878;M;Ingeniería Geofísica;Activo Normal;3,9230;ENERO-MARZO 2017
11879;CIU;2015;2016;OFICIAL;DISTRITO CAPITAL;14,0488;F;Comercio Exterior;Activo Normal;3,1555;ENERO-MARZO 2017
11880;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;13,439;M;Ingeniería Química;Activo Normal;3,6129;ENERO-MARZO 2017
11881;ADMISION REGULAR;2015;2016;PRIVADO;Lara;16,8048;M;Ingeniería Eléctrica;Activo Normal;3,9615;ENERO-MARZO 2017
11882;OPSU;2015;2016;PRIVADO;Anzoátegui;18,1219;F;Ingeniería Geofísica;Activo Normal;3,4642;ENERO-MARZO 2017
11883;ADMISION REGULAR;2015;2016;PRIVADO;Carabobo;19,5121;F;Licenciatura en Biología;Activo Normal;3,9767;ENERO-MARZO 2017
11884;EQUIVALENCIA;2015;2017;;;;F;Ingeniería de Producción;Activo Normal;;ENERO-MARZO 2017
11885;ADMISION REGULAR;2015;2016;PRIVADO;Falcón;19,5609;F;Urbanismo;Activo Normal;3,4375;ENERO-MARZO 2017
11886;EQUIVALENCIA;2015;2017;OFICIAL;Barinas;;M;Ingeniería Eléctrica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2017
11887;OPSU;2015;2016;PRIVADO;Nueva Esparta;16,5853;F;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;2,6666;ENERO-MARZO 2017
11888;EQUIVALENCIA;2015;2017;PRIVADO;Miranda;15,439;M;Ingeniería de Computación;Inactivo Eliminado indice acad;;ENERO-MARZO 2017
11889;OPSU;2015;2016;PRIVADO;Anzoátegui;16,5365;F;Ingeniería Geofísica;Activo Normal;3,0937;ENERO-MARZO 2017
11890;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;13,0975;M;Licenciatura en Biología;Activo Periodo de Prueba;2,3846;ENERO-MARZO 2017
11891;OPSU;2015;2016;PRIVADO;Distrito Federal;18,0243;F;Ingeniería de Materiales;Activo Normal;3,2258;ENERO-MARZO 2017
11892;EQUIVALENCIA;2015;2017;SEMI-PRIVADO;DISTRITO CAPITAL;;M;Ingeniería de Producción;Activo Periodo de Prueba;2;ENERO-MARZO 2017
11893;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;16,7804;F;Lic en Matemáticas ( Didáctica de la Mat.);Activo Normal;4,0851;ENERO-MARZO 2017
11894;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;16,5853;M;Ingeniería de Computación;Activo Periodo de Prueba;2,8444;ENERO-MARZO 2017
11895;OPSU;2015;2016;PRIVADO;Aragua;18,1951;F;Urbanismo;Activo Normal;3,3461;ENERO-MARZO 2017
11896;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;16,439;F;Arquitectura;Activo Normal;3,6888;ENERO-MARZO 2017
11897;OPSU;2015;2016;PRIVADO;Miranda;16,3414;M;Ingeniería Electrónica;Activo Normal;3,6571;ENERO-MARZO 2017
11898;ADMISION REGULAR;2015;2016;PRIVADO;Monagas;19,6585;F;Ingeniería Geofísica;Activo Normal;4,0571;ENERO-MARZO 2017
11899;ADMISION REGULAR;2015;2016;PRIVADO;Aragua;17,6829;M;Licenciatura en Física;Activo Normal;3,6842;ENERO-MARZO 2017
11900;OPSU;2015;2016;PRIVADO;Miranda;15,6585;F;Ingeniería Mecánica;Activo Normal;3,6;ENERO-MARZO 2017
11901;OPSU;2015;2016;PRIVADO;Miranda;19,6341;F;Ingeniería Eléctrica;Activo Normal;3,3333;ENERO-MARZO 2017
11902;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;11,317;M;Ingeniería de Materiales;Activo Normal;3,4642;ENERO-MARZO 2017
11903;OPSU;2015;2016;PRIVADO;Miranda;16,7804;F;Licenciatura en Química;Activo Normal;3,8421;ENERO-MARZO 2017
11904;ADMISION REGULAR;2015;2016;SEMI-PRIVADO;Distrito Federal;18,2439;M;Ingeniería de Materiales;Activo Normal;4,5111;ENERO-MARZO 2017
11905;OPSU;2015;2016;PRIVADO;Miranda;15,439;M;Licenciatura en Matemáticas;Activo Normal;3,4324;ENERO-MARZO 2017
11906;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;18,1951;F;Ingeniería Química;Activo Normal;4,7948;ENERO-MARZO 2017
11907;OPSU;2015;2016;PRIVADO;Miranda;17,5365;F;Ingeniería de Materiales;Activo Periodo de Prueba;2,3846;ENERO-MARZO 2017
11908;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;14,8292;M;Ingeniería de Materiales;Activo Normal;3,4888;ENERO-MARZO 2017
11909;OPSU;2015;2016;PRIVADO;Distrito Federal;16,5609;F;Licenciatura en Matemáticas;Activo Normal;3,1666;ENERO-MARZO 2017
11910;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;15,3902;M;Comercio Exterior;Activo Periodo de Prueba;2,9230;ENERO-MARZO 2017
11911;OPSU;2015;2016;PRIVADO;Miranda;14,6829;M;Licenciatura en Física;Inactivo Eliminado indice acad;2,6363;ENERO-MARZO 2017
11912;ADMISION REGULAR;2015;2016;PRIVADO;Anzoátegui;19,5365;M;Ingeniería de Materiales;Activo Normal;4,5;ENERO-MARZO 2017
11913;ADMISION REGULAR;2015;2016;PRIVADO;Carabobo;19,3658;M;Ingeniería Química;Activo Normal;4,7777;ENERO-MARZO 2017
11914;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;16,3658;M;Ingeniería Geofísica;Activo Normal;3,0625;ENERO-MARZO 2017
11915;CIU;2015;2016;OFICIAL;Aragua;16,6585;M;Ingeniería Electrónica;Activo Normal;3,5555;ENERO-MARZO 2017
11916;OPSU;2015;2016;PRIVADO;;17,725;F;Urbanismo;Activo Periodo de Prueba;2,8387;ENERO-MARZO 2017
11917;OPSU;2015;2016;OFICIAL;Lara;19,2439;M;Ingeniería de Materiales;Activo Normal;3,7894;ENERO-MARZO 2017
11918;ADMISION REGULAR;2015;2016;PRIVADO;Anzoátegui;19,2195;M;Ingeniería de Producción;Inactivo Eliminado indice acad;2,7857;ENERO-MARZO 2017
11919;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;18,9756;M;Licenciatura en Biología;Activo Normal;3,6304;ENERO-MARZO 2017
11920;ADMISION REGULAR;2015;2016;SEMI-PRIVADO;Miranda;13,5952;M;Tecnología Eléctrica;Activo Normal;3,1578;ENERO-MARZO 2017
11921;ADMISION REGULAR;2007;2007;PRIVADO;Miranda;16,2926;F;Ingeniería de Computación;GRADUADO;3,2577;OCTUBRE-MARZO 2016
11922;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;15,0487;M;Ingeniería de Computación;GRADUADO;3,4098;OCTUBRE-MARZO 2016
11923;ADMISION REGULAR;2008;2008;PRIVADO;Miranda;16,6341;M;Ingeniería de Computación;GRADUADO;3,2100;OCTUBRE-MARZO 2016
11924;ADMISION REGULAR;2006;2006;OFICIAL;Distrito Federal;16,9024;M;Ingeniería de Computación;Inactivo norma de retiros;3,0681;OCTUBRE-MARZO 2016
11925;ADMISION REGULAR;2007;2007;PRIVADO;Distrito Federal;17,6585;F;Arquitectura;GRADUADO;3,5648;OCTUBRE-MARZO 2016
11926;ADMISION REGULAR;2008;2008;OFICIAL;Distrito Federal;18,28;M;Ingeniería Electrónica;Inactivo norma de retiros;3,9308;OCTUBRE-MARZO 2016
11927;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;16,5609;M;Ingeniería Mecánica;GRADUADO;3,5470;OCTUBRE-MARZO 2016
11928;ADMISION REGULAR;2011;2011;PRIVADO;Distrito Federal;15,975;M;Ingeniería de Computación;Activo Normal;3,9828;OCTUBRE-MARZO 2016
11929;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;16,1777;M;Ingeniería de Computación;GRADUADO;3,4852;OCTUBRE-MARZO 2016
11930;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;17,8048;M;Ingeniería Química;GRADUADO;3,7677;OCTUBRE-MARZO 2016
11931;ADMISION REGULAR;2010;2010;PRIVADO;Anzoátegui;17,4444;M;Ingeniería Geofísica;GRADUADO;3,7562;OCTUBRE-MARZO 2016
11932;CIU;2010;2010;PRIVADO;Miranda;16,7;M;Ingeniería Mecánica;GRADUADO;3,6777;OCTUBRE-MARZO 2016
11933;ADMISION REGULAR;2008;2008;PRIVADO;Distrito Federal;14,3414;M;Ingeniería de Materiales;Activo Normal;3,1739;ENERO-MAYO 2017
11934;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;16,0487;M;Ingeniería de Materiales;GRADUADO;3,5424;ENERO-MAYO 2017
11935;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;16,5365;M;Ingeniería Mecánica;GRADUADO;3,6529;ENERO-MAYO 2017
11936;ADMISION REGULAR;2008;2008;PRIVADO;Distrito Federal;16,6829;F;Ingeniería de Materiales;GRADUADO;3,5206;ENERO-MAYO 2017
11937;ADMISION REGULAR;2006;2006;PRIVADO;Distrito Federal;17,7;F;Ingeniería de Computación;GRADUADO;3,3133;ENERO-MAYO 2017
11938;ADMISION REGULAR;2007;2007;PRIVADO;Distrito Federal;16,8048;M;Ingeniería de Computación;Activo Normal;3,6186;ENERO-MAYO 2017
11939;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;13,439;F;Ingeniería de Computación;GRADUADO;3,4541;ENERO-MAYO 2017
11940;ADMISION REGULAR;2007;2007;PRIVADO;Distrito Federal;15,2926;F;Ingeniería de Materiales;GRADUADO;3,2793;ENERO-MAYO 2017
11941;ADMISION REGULAR;2008;2008;OFICIAL;Distrito Federal;17,9024;M;Ingeniería de Computación;GRADUADO;3,2140;ENERO-MAYO 2017
11942;ADMISION REGULAR;2007;2007;PRIVADO;Barinas;17,1463;F;Ingeniería Química;Activo Normal;3,1755;ENERO-MAYO 2017
11943;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;17,2439;M;Ingeniería Mecánica;GRADUADO;3,5042;ENERO-MAYO 2017
11944;ADMISION REGULAR;2007;2007;PRIVADO;Miranda;16,0487;F;Ingeniería de Materiales;Activo Normal;3,3815;ENERO-MAYO 2017
11945;ADMISION REGULAR;2005;2005;OFICIAL;Miranda;16,3902;M;Ingeniería Geofísica;GRADUADO;3,6118;ENERO-MAYO 2017
11946;ADMISION REGULAR;2008;2008;PRIVADO;Miranda;13,6341;M;Ingeniería Mecánica;GRADUADO;3,4434;ENERO-MAYO 2017
11947;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;17,1219;F;Arquitectura;GRADUADO;4,3108;ENERO-MAYO 2017
11948;ADMISION REGULAR;2010;2010;PRIVADO;Bolívar;18,5609;F;Arquitectura;GRADUADO;4,195;ENERO-MAYO 2017
11949;OPSU;2010;2010;PRIVADO;Miranda;15,7073;F;Arquitectura;GRADUADO;4,1291;ENERO-MAYO 2017
11950;ADMISION REGULAR;2011;2011;PRIVADO;Portuguesa;18,7804;F;Arquitectura;GRADUADO;4,475;ENERO-MAYO 2017
11951;OPSU;2010;2010;PRIVADO;Miranda;18,9756;F;Arquitectura;GRADUADO;4,38;ENERO-MAYO 2017
11952;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;17,8292;F;Arquitectura;GRADUADO;4,1941;ENERO-MAYO 2017
11953;ADMISION REGULAR;2010;2010;PRIVADO;Aragua;17,119;F;Arquitectura;GRADUADO;3,9466;ENERO-MAYO 2017
11954;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;17,4878;F;Ingeniería de Materiales;GRADUADO;3,7442;ENERO-MAYO 2017
11955;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;17,1463;F;Arquitectura;GRADUADO;4,4;ENERO-MAYO 2017
11956;ADMISION REGULAR;2011;2011;PRIVADO;Distrito Federal;18,0731;F;Ingeniería Eléctrica;GRADUADO;4,1586;ENERO-MAYO 2017
11957;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;18,0487;M;Ingeniería Eléctrica;GRADUADO;3,8279;ENERO-MAYO 2017
11958;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;16,575;F;Ingeniería Geofísica;GRADUADO;3,9272;ENERO-MAYO 2017
11959;OPSU;2011;2011;PRIVADO;Aragua;20;F;Arquitectura;GRADUADO;4,66;ENERO-MAYO 2017
11960;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;18,9268;F;Ingeniería de Materiales;Activo Normal;3,5278;ENERO-MAYO 2017
11961;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;16,9268;F;Ingeniería de Materiales;GRADUADO;4,0717;ENERO-MAYO 2017
11962;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;15,3658;M;Ingeniería de Producción;GRADUADO;3,875;ENERO-MAYO 2017
11963;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;19,6829;F;Arquitectura;GRADUADO;4,52;ENERO-MAYO 2017
11964;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;16,7317;F;Ingeniería Eléctrica;GRADUADO;4,1130;ENERO-MAYO 2017
11965;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;16,5853;F;Ingeniería de Materiales;GRADUADO;3,7276;ENERO-MAYO 2017
11966;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;14,7804;M;Arquitectura;GRADUADO;4,0436;ENERO-MAYO 2017
11967;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;17,2926;M;Ingeniería de Computación;GRADUADO;3,7427;ENERO-MAYO 2017
11968;OPSU;2010;2010;OFICIAL;Distrito Federal;18,45;M;Ingeniería de Computación;GRADUADO;3,9711;ENERO-MAYO 2017
11969;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;17,4285;F;Ingeniería Mecánica;GRADUADO;3,6450;ENERO-MAYO 2017
11970;ADMISION REGULAR;2011;2011;PRIVADO;Distrito Federal;18,1463;F;Ingeniería Geofísica;Activo Normal;4,1111;ENERO-MAYO 2017
11971;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;15,1707;F;Arquitectura;GRADUADO;4,16;ENERO-MAYO 2017
11972;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;18,7317;M;Arquitectura;GRADUADO;4,78;ENERO-MAYO 2017
11973;ADMISION REGULAR;2011;2011;OFICIAL;Miranda;18,8809;F;Ingeniería Eléctrica;GRADUADO;4,4855;ENERO-MAYO 2017
11974;OPSU;2010;2010;PRIVADO;Miranda;17,2195;M;Ingeniería Mecánica;GRADUADO;3,6497;ENERO-MAYO 2017
11975;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;17,439;M;Ingeniería de Computación;GRADUADO;3,6717;ENERO-MAYO 2017
11976;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;18,5121;F;Arquitectura;GRADUADO;3,95;ENERO-MAYO 2017
11977;OPSU;2010;2010;PRIVADO;Aragua;18,9512;F;Arquitectura;GRADUADO;3,9264;ENERO-MAYO 2017
11978;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;19,2439;F;Arquitectura;GRADUADO;4,16;ENERO-MAYO 2017
11979;ADMISION REGULAR;2011;2011;PRIVADO;Aragua;19,0731;F;Ingeniería Química;GRADUADO;3,9371;ENERO-MAYO 2017
11980;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;15,5365;F;Arquitectura;GRADUADO;3,9019;ENERO-MAYO 2017
11981;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;15,3902;F;Arquitectura;GRADUADO;3,4292;ENERO-MAYO 2017
11982;OPSU;2010;2010;PRIVADO;Distrito Federal;19,4146;M;Ingeniería Mecánica;GRADUADO;3,6398;ENERO-MAYO 2017
11983;ADMISION REGULAR;2010;2010;PRIVADO;Aragua;15,425;M;Arquitectura;GRADUADO;4,0476;ENERO-MAYO 2017
11984;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;17,6097;M;Ingeniería de Computación;GRADUADO;3,6649;ENERO-MAYO 2017
11985;OPSU;2011;2011;OFICIAL;Miranda;18,9285;M;Ingeniería Eléctrica;GRADUADO;4,4471;ENERO-MAYO 2017
11986;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;16,9024;M;Ingeniería de Materiales;Activo Normal;3,595;ENERO-MAYO 2017
11987;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;17,6341;M;Arquitectura;GRADUADO;4,225;ENERO-MAYO 2017
11988;OPSU;2010;2010;PRIVADO;Delta Amacuro;17,6585;M;Ingeniería Mecánica;GRADUADO;3,4868;ENERO-MAYO 2017
